TimeStamp: 2022/01/19 12:24:29.320396, ElapsedTime[s]: 109.891, Temperature[degC]: 16.94896, Humidity[%]: 61.17037
TimeStamp: 2022/01/19 12:26:14.659211, ElapsedTime[s]: 215.23, Temperature[degC]: 17.05043, Humidity[%]: 59.78637
TimeStamp: 2022/01/19 12:26:15.991147, ElapsedTime[s]: 216.561, Temperature[degC]: 17.03708, Humidity[%]: 59.73144
TimeStamp: 2022/01/19 12:26:17.321375, ElapsedTime[s]: 217.892, Temperature[degC]: 17.02372, Humidity[%]: 59.69482
TimeStamp: 2022/01/19 12:26:18.652860, ElapsedTime[s]: 219.223, Temperature[degC]: 17.05043, Humidity[%]: 59.58496
TimeStamp: 2022/01/19 12:26:19.985285, ElapsedTime[s]: 220.555, Temperature[degC]: 17.06379, Humidity[%]: 59.44305
TimeStamp: 2022/01/19 12:26:21.317538, ElapsedTime[s]: 221.888, Temperature[degC]: 17.03708, Humidity[%]: 59.25994
TimeStamp: 2022/01/19 12:26:22.648674, ElapsedTime[s]: 223.219, Temperature[degC]: 17.05043, Humidity[%]: 59.08141
TimeStamp: 2022/01/19 12:26:23.980864, ElapsedTime[s]: 224.551, Temperature[degC]: 17.03708, Humidity[%]: 58.84947
TimeStamp: 2022/01/19 12:26:25.314221, ElapsedTime[s]: 225.884, Temperature[degC]: 17.05043, Humidity[%]: 58.66025
TimeStamp: 2022/01/19 12:26:26.645671, ElapsedTime[s]: 227.216, Temperature[degC]: 17.05043, Humidity[%]: 58.38254
TimeStamp: 2022/01/19 12:26:27.980567, ElapsedTime[s]: 228.551, Temperature[degC]: 17.05043, Humidity[%]: 58.262
TimeStamp: 2022/01/19 12:26:29.312706, ElapsedTime[s]: 229.883, Temperature[degC]: 17.03708, Humidity[%]: 58.12925
TimeStamp: 2022/01/19 12:26:30.644601, ElapsedTime[s]: 231.214, Temperature[degC]: 17.05043, Humidity[%]: 57.91409
TimeStamp: 2022/01/19 12:26:31.975761, ElapsedTime[s]: 232.546, Temperature[degC]: 17.03708, Humidity[%]: 57.75845
TimeStamp: 2022/01/19 12:26:33.307031, ElapsedTime[s]: 233.877, Temperature[degC]: 17.03708, Humidity[%]: 57.6257
TimeStamp: 2022/01/19 12:26:34.639079, ElapsedTime[s]: 235.209, Temperature[degC]: 17.05043, Humidity[%]: 57.50668
TimeStamp: 2022/01/19 12:26:35.971073, ElapsedTime[s]: 236.541, Temperature[degC]: 17.05043, Humidity[%]: 57.39834
TimeStamp: 2022/01/19 12:26:37.303266, ElapsedTime[s]: 237.874, Temperature[degC]: 17.05043, Humidity[%]: 57.31441
TimeStamp: 2022/01/19 12:26:38.635346, ElapsedTime[s]: 239.205, Temperature[degC]: 17.06379, Humidity[%]: 57.20912
TimeStamp: 2022/01/19 12:26:39.967812, ElapsedTime[s]: 240.541, Temperature[degC]: 17.0077, Humidity[%]: 57.17708
TimeStamp: 2022/01/19 12:26:41.301863, ElapsedTime[s]: 241.873, Temperature[degC]: 17.06379, Humidity[%]: 57.18318
TimeStamp: 2022/01/19 12:26:42.634714, ElapsedTime[s]: 243.204, Temperature[degC]: 17.07981, Humidity[%]: 57.27016
TimeStamp: 2022/01/19 12:26:43.965603, ElapsedTime[s]: 244.536, Temperature[degC]: 17.06379, Humidity[%]: 57.49752
TimeStamp: 2022/01/19 12:26:45.298011, ElapsedTime[s]: 245.868, Temperature[degC]: 17.07981, Humidity[%]: 57.76303
TimeStamp: 2022/01/19 12:26:46.629853, ElapsedTime[s]: 247.2, Temperature[degC]: 17.05043, Humidity[%]: 58.02396
TimeStamp: 2022/01/19 12:26:47.962407, ElapsedTime[s]: 248.532, Temperature[degC]: 17.03708, Humidity[%]: 58.21165
TimeStamp: 2022/01/19 12:26:49.293218, ElapsedTime[s]: 249.863, Temperature[degC]: 17.06379, Humidity[%]: 58.20402
TimeStamp: 2022/01/19 12:26:50.625245, ElapsedTime[s]: 251.195, Temperature[degC]: 17.05043, Humidity[%]: 58.13077
TimeStamp: 2022/01/19 12:26:51.956855, ElapsedTime[s]: 252.527, Temperature[degC]: 17.06379, Humidity[%]: 58.01481
TimeStamp: 2022/01/19 12:26:53.289070, ElapsedTime[s]: 253.859, Temperature[degC]: 17.06379, Humidity[%]: 58.06058
TimeStamp: 2022/01/19 12:26:54.621268, ElapsedTime[s]: 255.192, Temperature[degC]: 17.06379, Humidity[%]: 58.18113
TimeStamp: 2022/01/19 12:26:55.953813, ElapsedTime[s]: 256.524, Temperature[degC]: 17.05043, Humidity[%]: 58.33524
TimeStamp: 2022/01/19 12:26:57.286236, ElapsedTime[s]: 257.856, Temperature[degC]: 17.06379, Humidity[%]: 58.3856
TimeStamp: 2022/01/19 12:26:58.621489, ElapsedTime[s]: 259.191, Temperature[degC]: 17.05043, Humidity[%]: 58.41764
TimeStamp: 2022/01/19 12:26:59.954188, ElapsedTime[s]: 260.525, Temperature[degC]: 17.06379, Humidity[%]: 58.51835
TimeStamp: 2022/01/19 12:27:01.287208, ElapsedTime[s]: 261.863, Temperature[degC]: 17.06379, Humidity[%]: 58.63737
TimeStamp: 2022/01/19 12:27:02.625297, ElapsedTime[s]: 263.201, Temperature[degC]: 17.06379, Humidity[%]: 58.74418
TimeStamp: 2022/01/19 12:27:03.961306, ElapsedTime[s]: 264.536, Temperature[degC]: 17.07981, Humidity[%]: 58.87999
TimeStamp: 2022/01/19 12:27:05.299108, ElapsedTime[s]: 265.875, Temperature[degC]: 17.07981, Humidity[%]: 58.96239
TimeStamp: 2022/01/19 12:27:06.637093, ElapsedTime[s]: 267.215, Temperature[degC]: 17.07981, Humidity[%]: 59.10887
TimeStamp: 2022/01/19 12:27:07.977199, ElapsedTime[s]: 268.553, Temperature[degC]: 17.07981, Humidity[%]: 59.22027
TimeStamp: 2022/01/19 12:27:09.314271, ElapsedTime[s]: 269.892, Temperature[degC]: 17.07981, Humidity[%]: 59.34234
TimeStamp: 2022/01/19 12:27:10.655757, ElapsedTime[s]: 271.226, Temperature[degC]: 17.06379, Humidity[%]: 59.37591
TimeStamp: 2022/01/19 12:27:11.986620, ElapsedTime[s]: 272.556, Temperature[degC]: 17.05043, Humidity[%]: 59.49798
TimeStamp: 2022/01/19 12:27:13.318113, ElapsedTime[s]: 273.888, Temperature[degC]: 17.09316, Humidity[%]: 59.78179
TimeStamp: 2022/01/19 12:27:14.649255, ElapsedTime[s]: 275.219, Temperature[degC]: 17.09316, Humidity[%]: 60.20905
TimeStamp: 2022/01/19 12:27:15.980253, ElapsedTime[s]: 276.551, Temperature[degC]: 17.07981, Humidity[%]: 60.50965
TimeStamp: 2022/01/19 12:27:17.312345, ElapsedTime[s]: 277.882, Temperature[degC]: 17.10651, Humidity[%]: 60.60273
TimeStamp: 2022/01/19 12:27:18.642349, ElapsedTime[s]: 279.213, Temperature[degC]: 17.07981, Humidity[%]: 60.61036
TimeStamp: 2022/01/19 12:27:19.974428, ElapsedTime[s]: 280.544, Temperature[degC]: 17.10651, Humidity[%]: 60.53407
TimeStamp: 2022/01/19 12:27:21.304886, ElapsedTime[s]: 281.875, Temperature[degC]: 17.09316, Humidity[%]: 60.27619
TimeStamp: 2022/01/19 12:27:22.637024, ElapsedTime[s]: 283.207, Temperature[degC]: 17.09316, Humidity[%]: 60.01679
TimeStamp: 2022/01/19 12:27:23.967237, ElapsedTime[s]: 284.537, Temperature[degC]: 17.09316, Humidity[%]: 59.88403
TimeStamp: 2022/01/19 12:27:25.298946, ElapsedTime[s]: 285.869, Temperature[degC]: 17.10651, Humidity[%]: 59.8413
TimeStamp: 2022/01/19 12:27:26.629998, ElapsedTime[s]: 287.2, Temperature[degC]: 17.09316, Humidity[%]: 59.82757
TimeStamp: 2022/01/19 12:27:27.962907, ElapsedTime[s]: 288.533, Temperature[degC]: 17.09316, Humidity[%]: 59.79248
TimeStamp: 2022/01/19 12:27:29.293278, ElapsedTime[s]: 289.863, Temperature[degC]: 17.07981, Humidity[%]: 59.79095
TimeStamp: 2022/01/19 12:27:30.624695, ElapsedTime[s]: 291.195, Temperature[degC]: 17.10651, Humidity[%]: 59.80621
TimeStamp: 2022/01/19 12:27:31.956487, ElapsedTime[s]: 292.527, Temperature[degC]: 17.10651, Humidity[%]: 59.95269
TimeStamp: 2022/01/19 12:27:33.287627, ElapsedTime[s]: 293.857, Temperature[degC]: 17.11986, Humidity[%]: 60.20295
TimeStamp: 2022/01/19 12:27:34.617947, ElapsedTime[s]: 295.188, Temperature[degC]: 17.11986, Humidity[%]: 60.43641
TimeStamp: 2022/01/19 12:27:35.948790, ElapsedTime[s]: 296.519, Temperature[degC]: 17.11986, Humidity[%]: 60.61494
TimeStamp: 2022/01/19 12:27:37.279796, ElapsedTime[s]: 297.851, Temperature[degC]: 17.10651, Humidity[%]: 60.74769
TimeStamp: 2022/01/19 12:27:38.610846, ElapsedTime[s]: 299.18, Temperature[degC]: 17.11986, Humidity[%]: 60.795
TimeStamp: 2022/01/19 12:27:39.942008, ElapsedTime[s]: 300.512, Temperature[degC]: 17.10651, Humidity[%]: 60.90486
TimeStamp: 2022/01/19 12:27:41.273822, ElapsedTime[s]: 301.844, Temperature[degC]: 17.11986, Humidity[%]: 60.93996
TimeStamp: 2022/01/19 12:27:42.604154, ElapsedTime[s]: 303.174, Temperature[degC]: 17.11986, Humidity[%]: 61.03151
TimeStamp: 2022/01/19 12:27:43.934844, ElapsedTime[s]: 304.505, Temperature[degC]: 17.13588, Humidity[%]: 61.07881
TimeStamp: 2022/01/19 12:27:45.266177, ElapsedTime[s]: 305.836, Temperature[degC]: 17.13588, Humidity[%]: 61.12306
TimeStamp: 2022/01/19 12:27:46.596135, ElapsedTime[s]: 307.166, Temperature[degC]: 17.11986, Humidity[%]: 61.1429
TimeStamp: 2022/01/19 12:27:47.926491, ElapsedTime[s]: 308.498, Temperature[degC]: 17.14923, Humidity[%]: 60.56153
TimeStamp: 2022/01/19 12:27:49.258472, ElapsedTime[s]: 309.828, Temperature[degC]: 17.13588, Humidity[%]: 59.56665
TimeStamp: 2022/01/19 12:27:50.589247, ElapsedTime[s]: 311.16, Temperature[degC]: 17.13588, Humidity[%]: 58.75333
TimeStamp: 2022/01/19 12:27:51.920427, ElapsedTime[s]: 312.49, Temperature[degC]: 17.13588, Humidity[%]: 58.23911
TimeStamp: 2022/01/19 12:27:53.250805, ElapsedTime[s]: 313.822, Temperature[degC]: 17.14923, Humidity[%]: 57.85611
TimeStamp: 2022/01/19 12:27:54.583255, ElapsedTime[s]: 315.153, Temperature[degC]: 17.13588, Humidity[%]: 57.66232
TimeStamp: 2022/01/19 12:27:55.913724, ElapsedTime[s]: 316.484, Temperature[degC]: 17.16259, Humidity[%]: 57.53414
TimeStamp: 2022/01/19 12:27:57.243995, ElapsedTime[s]: 317.814, Temperature[degC]: 17.14923, Humidity[%]: 57.47158
TimeStamp: 2022/01/19 12:27:58.573426, ElapsedTime[s]: 319.146, Temperature[degC]: 17.13588, Humidity[%]: 57.48379
TimeStamp: 2022/01/19 12:27:59.907092, ElapsedTime[s]: 320.477, Temperature[degC]: 17.16259, Humidity[%]: 57.16335
TimeStamp: 2022/01/19 12:28:01.237694, ElapsedTime[s]: 321.815, Temperature[degC]: 17.13588, Humidity[%]: 56.81087
TimeStamp: 2022/01/19 12:28:02.575824, ElapsedTime[s]: 323.15, Temperature[degC]: 17.16259, Humidity[%]: 56.63386
TimeStamp: 2022/01/19 12:28:03.911961, ElapsedTime[s]: 324.487, Temperature[degC]: 17.17594, Humidity[%]: 56.43091
TimeStamp: 2022/01/19 12:28:05.248044, ElapsedTime[s]: 325.823, Temperature[degC]: 17.16259, Humidity[%]: 56.1532
TimeStamp: 2022/01/19 12:28:06.585093, ElapsedTime[s]: 327.164, Temperature[degC]: 17.19196, Humidity[%]: 55.94263
TimeStamp: 2022/01/19 12:28:07.926454, ElapsedTime[s]: 328.503, Temperature[degC]: 17.17594, Humidity[%]: 55.69849
TimeStamp: 2022/01/19 12:28:09.264216, ElapsedTime[s]: 329.842, Temperature[degC]: 17.16259, Humidity[%]: 55.54284
TimeStamp: 2022/01/19 12:28:10.604326, ElapsedTime[s]: 331.175, Temperature[degC]: 17.16259, Humidity[%]: 55.42077
TimeStamp: 2022/01/19 12:28:11.935968, ElapsedTime[s]: 332.506, Temperature[degC]: 17.17594, Humidity[%]: 55.27886
TimeStamp: 2022/01/19 12:28:13.267385, ElapsedTime[s]: 333.838, Temperature[degC]: 17.19196, Humidity[%]: 55.06676
TimeStamp: 2022/01/19 12:28:14.598997, ElapsedTime[s]: 335.169, Temperature[degC]: 17.19196, Humidity[%]: 54.91112
TimeStamp: 2022/01/19 12:28:15.930479, ElapsedTime[s]: 336.501, Temperature[degC]: 17.19196, Humidity[%]: 54.84855
TimeStamp: 2022/01/19 12:28:17.265233, ElapsedTime[s]: 337.835, Temperature[degC]: 17.17594, Humidity[%]: 54.7509
TimeStamp: 2022/01/19 12:28:18.595423, ElapsedTime[s]: 339.166, Temperature[degC]: 17.19196, Humidity[%]: 54.65629
TimeStamp: 2022/01/19 12:28:19.927763, ElapsedTime[s]: 340.497, Temperature[degC]: 17.21866, Humidity[%]: 54.58763
TimeStamp: 2022/01/19 12:28:21.259495, ElapsedTime[s]: 341.83, Temperature[degC]: 17.20531, Humidity[%]: 54.46708
TimeStamp: 2022/01/19 12:28:22.591099, ElapsedTime[s]: 343.161, Temperature[degC]: 17.23201, Humidity[%]: 54.27634
TimeStamp: 2022/01/19 12:28:23.922227, ElapsedTime[s]: 344.493, Temperature[degC]: 17.24804, Humidity[%]: 54.11155
TimeStamp: 2022/01/19 12:28:25.253814, ElapsedTime[s]: 345.824, Temperature[degC]: 17.24804, Humidity[%]: 53.99252
TimeStamp: 2022/01/19 12:28:26.585960, ElapsedTime[s]: 347.156, Temperature[degC]: 17.23201, Humidity[%]: 53.90555
TimeStamp: 2022/01/19 12:28:27.919093, ElapsedTime[s]: 348.489, Temperature[degC]: 17.23201, Humidity[%]: 53.90555
TimeStamp: 2022/01/19 12:28:29.250988, ElapsedTime[s]: 349.825, Temperature[degC]: 17.26139, Humidity[%]: 53.85977
TimeStamp: 2022/01/19 12:28:30.587744, ElapsedTime[s]: 351.157, Temperature[degC]: 17.21866, Humidity[%]: 53.8674
TimeStamp: 2022/01/19 12:28:31.919239, ElapsedTime[s]: 352.489, Temperature[degC]: 17.26139, Humidity[%]: 53.80026
TimeStamp: 2022/01/19 12:28:33.250771, ElapsedTime[s]: 353.821, Temperature[degC]: 17.26139, Humidity[%]: 53.77738
TimeStamp: 2022/01/19 12:28:34.580978, ElapsedTime[s]: 355.151, Temperature[degC]: 17.26139, Humidity[%]: 53.73007
TimeStamp: 2022/01/19 12:28:35.913147, ElapsedTime[s]: 356.483, Temperature[degC]: 17.27474, Humidity[%]: 53.62478
TimeStamp: 2022/01/19 12:28:37.243957, ElapsedTime[s]: 357.814, Temperature[degC]: 17.30411, Humidity[%]: 53.58968
TimeStamp: 2022/01/19 12:28:38.575642, ElapsedTime[s]: 359.146, Temperature[degC]: 17.28809, Humidity[%]: 53.48287
TimeStamp: 2022/01/19 12:28:39.908356, ElapsedTime[s]: 360.479, Temperature[degC]: 17.30411, Humidity[%]: 53.38674
TimeStamp: 2022/01/19 12:28:41.241702, ElapsedTime[s]: 361.811, Temperature[degC]: 17.31746, Humidity[%]: 53.36538
TimeStamp: 2022/01/19 12:28:42.571927, ElapsedTime[s]: 363.142, Temperature[degC]: 17.31746, Humidity[%]: 53.25551
TimeStamp: 2022/01/19 12:28:43.902735, ElapsedTime[s]: 364.473, Temperature[degC]: 17.30411, Humidity[%]: 53.13497
TimeStamp: 2022/01/19 12:28:45.234456, ElapsedTime[s]: 365.805, Temperature[degC]: 17.33081, Humidity[%]: 53.08003
TimeStamp: 2022/01/19 12:28:46.566778, ElapsedTime[s]: 367.136, Temperature[degC]: 17.31746, Humidity[%]: 53.05257
TimeStamp: 2022/01/19 12:28:47.900501, ElapsedTime[s]: 368.471, Temperature[degC]: 17.34417, Humidity[%]: 53.00832
TimeStamp: 2022/01/19 12:28:49.232810, ElapsedTime[s]: 369.803, Temperature[degC]: 17.37354, Humidity[%]: 53.03578
TimeStamp: 2022/01/19 12:28:50.564490, ElapsedTime[s]: 371.135, Temperature[degC]: 17.36019, Humidity[%]: 53.06783
TimeStamp: 2022/01/19 12:28:51.897329, ElapsedTime[s]: 372.467, Temperature[degC]: 17.37354, Humidity[%]: 53.03578
TimeStamp: 2022/01/19 12:28:53.228839, ElapsedTime[s]: 373.799, Temperature[degC]: 17.36019, Humidity[%]: 53.02205
TimeStamp: 2022/01/19 12:28:54.561455, ElapsedTime[s]: 375.131, Temperature[degC]: 17.38689, Humidity[%]: 52.94271
TimeStamp: 2022/01/19 12:28:55.892266, ElapsedTime[s]: 376.463, Temperature[degC]: 17.38689, Humidity[%]: 52.92897
